Option,Criterion,Vote,Participant Id,Decision,Incentive,Cohor,Decision Date
Grant 6744: Arbitrum,Non-rivalrous,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Team Track record,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Already Funded,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Ethereum Connection,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Fundraising / Advertising,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Open Source,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Fraudulent impersonation,Very Strong,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Fraudulent impersonation,Very Strong,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Important Problem,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Non-excludable,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Team Track record,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Already Funded,Very Strong,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Ethereum Connection,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Fundraising / Advertising,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Open Source,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6745: MadGum,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Already Funded,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Ethereum Connection,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Fundraising / Advertising,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Open Source,Slightly Support,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Important Problem,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Non-excludable,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Non-rivalrous,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Team Track record,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Fraudulent impersonation,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6768: iris,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Fundraising / Advertising,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Already Funded,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Ethereum Connection,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Open Source,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Important Problem,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Non-excludable,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Non-rivalrous,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Team Track record,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Fraudulent impersonation,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6789: Scale EverGreenCoin for a Global Stage,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Important Problem,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Non-excludable,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Non-rivalrous,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Team Track record,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Ethereum Connection,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Already Funded,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Fundraising / Advertising,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Open Source,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6802: ConvellVS: NFT buyers rewarded by their on-chain behavior,Fraudulent impersonation,Very Strong,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Fraudulent impersonation,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Important Problem,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Non-rivalrous,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Non-excludable,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Team Track record,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Already Funded,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Ethereum Connection,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Fundraising / Advertising,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Open Source,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6839: DoubeWeb3 solution,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Important Problem,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Non-rivalrous,Slightly Support,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Non-excludable,Slightly Support,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Team Track record,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Already Funded,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Ethereum Connection,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Fundraising / Advertising,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Open Source,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Fraudulent impersonation,Slightly Support,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6838: Stepverse.near,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Important Problem,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Non-excludable,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Non-rivalrous,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Team Track record,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Already Funded,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Ethereum Connection,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Fundraising / Advertising,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Open Source,Slightly Support,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Fraudulent impersonation,Slightly Oppose,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6828: microVenture to jumpStart your startup,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Already Funded,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Ethereum Connection,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Fundraising / Advertising,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Open Source,Slightly Support,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Important Problem,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Non-excludable,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Non-rivalrous,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Team Track record,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Fraudulent impersonation,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6829: BodhiDB: Process Mining and Dependency Database For Systemic Risk Management,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Already Funded,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Ethereum Connection,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Fundraising / Advertising,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Open Source,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Quid Pro Quo,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Important Problem,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Non-rivalrous,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Non-excludable,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Team Track record,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Fraudulent impersonation,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6827: Metaversity,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Important Problem,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Non-excludable,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Non-rivalrous,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Team Track record,Acceptable,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Fraudulent impersonation,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Harmful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Hateful content,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Already Funded,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Ethereum Connection,Slightly Support,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Fundraising / Advertising,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Open Source,Slightly Support,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Quid Pro Quo,Very Weak,939d42ea-03ea-42c2-8eb8-94edf645c1df,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Harmful content,Acceptable,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Hateful content,Acceptable,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Already Funded,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Ethereum Connection,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Fundraising / Advertising,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Open Source,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6894: PoorNerd,Quid Pro Quo,Acceptable,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6735: JIUMEN - DAO Strategy Canvas,Important Problem,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6735: JIUMEN - DAO Strategy Canvas,Non-excludable,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6735: JIUMEN - DAO Strategy Canvas,Non-rivalrous,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Important Problem,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Non-excludable,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Non-rivalrous,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Team Track record,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Already Funded,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Ethereum Connection,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Fundraising / Advertising,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Open Source,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Quid Pro Quo,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Fraudulent impersonation,Slightly Oppose,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Harmful content,Slightly Oppose,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6740: BestShow -  a platform for better showcase nft collectibles,Hateful content,Slightly Oppose,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Important Problem,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Non-excludable,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Non-rivalrous,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Team Track record,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Already Funded,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Ethereum Connection,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Fundraising / Advertising,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Open Source,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Quid Pro Quo,Slightly Support,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Fraudulent impersonation,Acceptable,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Harmful content,Acceptable,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6736: Flask Capital Grant,Hateful content,Acceptable,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
Grant 6744: Arbitrum,Important Problem,Very Strong,e5554142-8dfe-4da4-81a2-b5bc048c1598,gc-qcjqbbevljb,2,4,2/9/2022
